reporter,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
KHM,,,,,,198.98648071289062,200.96597290039062,193.96865844726562,192.22750854492188,187.7062530517578,191.51083374023438,192.2717742919922,188.75466918945312,193.18865966796875,185.10269165039062,173.80935668945312,161.3306884765625,158.01466369628906,148.5426788330078,160.4011993408203
KIR,377.8373107910156,344.0758361816406,367.2659912109375,340.7157897949219,338.1621398925781,,,,,,360.25579833984375,,325.30645751953125,351.2060241699219,341.0548095703125,387.1904296875,397.9406433105469,416.267578125,347.9775085449219,
KNA,246.3946533203125,272.14764404296875,230.783935546875,,241.74325561523438,238.84375,245.10433959960938,225.85809326171875,224.68853759765625,225.7534942626953,232.73272705078125,218.4947052001953,233.06307983398438,226.79537963867188,243.33660888671875,259.1993103027344,254.16339111328125,,,
KOR,106.77892303466797,108.35556030273438,106.65060424804688,108.51438903808594,107.41510009765625,103.41211700439453,105.34154510498047,104.9441909790039,103.20569610595703,100.55891418457031,101.95316314697266,101.59121704101562,101.29178619384766,100.02941131591797,95.87555694580078,94.740234375,89.62234497070312,90.38795471191406,89.93836212158203,110.39856719970703
KWT,,,,,,181.0718994140625,178.36524963378906,197.06260681152344,181.90704345703125,188.483154296875,,174.2879638671875,175.89306640625,174.6162109375,175.25836181640625,,,,156.88104248046875,132.6705322265625
LAO,226.14703369140625,229.6663818359375,235.19100952148438,239.14744567871094,231.96640014648438,208.6825408935547,208.8249969482422,209.3106689453125,211.7083282470703,205.909423828125,203.4608154296875,187.47877502441406,185.31954956054688,186.12124633789062,186.58746337890625,182.90756225585938,165.68601989746094,159.19500732421875,153.40139770507812,155.79879760742188
LBN,,,187.1505126953125,186.56259155273438,189.08343505859375,190.24826049804688,179.87564086914062,180.7843017578125,170.19639587402344,173.9550018310547,170.7329559326172,165.512939453125,162.3985137939453,158.27825927734375,163.1732940673828,158.77989196777344,165.78089904785156,168.09927368164062,167.62411499023438,171.25567626953125
LBR,138.14288330078125,,,,161.13821411132812,126.00809478759766,,97.2018814086914,,,,,136.05043029785156,151.63455200195312,138.15670776367188,158.94461059570312,154.36940002441406,152.42092895507812,151.17706298828125,172.91055297851562
LBY,,,,,,,,,,,,,141.509033203125,135.6663818359375,,,,,,
LCA,197.10848999023438,211.63880920410156,214.81983947753906,221.24295043945312,219.37124633789062,231.56678771972656,225.0397186279297,228.97064208984375,224.38528442382812,224.27871704101562,224.9794921875,210.93746948242188,219.94326782226562,210.20668029785156,,,,,,292.9511413574219
LKA,,,,,146.50515747070312,141.09039306640625,146.52658081054688,148.610107421875,147.0708770751953,144.3957061767578,144.79742431640625,145.9880828857422,147.1898956298828,155.95106506347656,165.0799560546875,166.8706512451172,159.4509735107422,161.072265625,158.58477783203125,166.12191772460938
LSO,,,,,,295.46514892578125,346.5601806640625,295.3077087402344,266.0860290527344,,,,,435.6387939453125,260.47747802734375,189.32872009277344,166.7534637451172,162.8931121826172,,
LTU,195.76861572265625,174.4594268798828,169.21554565429688,173.54408264160156,177.32659912109375,172.15982055664062,165.69357299804688,157.56204223632812,156.47149658203125,155.02503967285156,154.42372131347656,150.05979919433594,146.04922485351562,146.75714111328125,153.96176147460938,104.7296142578125,94.43134307861328,91.4674072265625,,66.50997161865234
LUX,,,,,123.74269104003906,121.29895782470703,116.71390533447266,118.18385314941406,120.32158660888672,119.48121643066406,118.63882446289062,118.28539276123047,121.10041046142578,122.1024398803711,114.4468765258789,117.70341491699219,108.73887634277344,117.00208282470703,120.55338287353516,106.61964416503906
LVA,156.4960174560547,139.92819213867188,132.78604125976562,133.14816284179688,131.3319854736328,129.9634552001953,127.14000701904297,122.5968246459961,122.39337158203125,110.22555541992188,106.66085815429688,110.33021545410156,105.40029907226562,97.51536560058594,98.60452270507812,82.56352233886719,104.32164764404297,96.56964874267578,98.0989990234375,82.0145034790039
MAC,,,,121.21443939208984,117.58443450927734,116.38408660888672,115.00279998779297,111.93627166748047,,,,124.19931030273438,134.9293975830078,144.98033142089844,182.62982177734375,213.27200317382812,220.193603515625,214.51675415039062,,
MAR,155.43577575683594,162.55917358398438,160.90728759765625,147.44602966308594,145.8855438232422,145.3485870361328,146.11676025390625,142.2801971435547,142.4881591796875,142.12025451660156,140.3521728515625,139.95433044433594,139.12078857421875,138.35833740234375,143.4780731201172,143.20082092285156,137.6624755859375,135.9027099609375,135.29501342773438,125.90283203125
MDA,222.31521606445312,183.97886657714844,,197.06321716308594,197.9115753173828,196.91627502441406,188.3241729736328,175.9768829345703,171.5518035888672,170.7384033203125,175.47390747070312,176.4185791015625,172.5934600830078,174.90460205078125,180.6429443359375,183.4008331298828,173.94981384277344,167.98211669921875,174.07302856445312,167.49090576171875
MDG,213.255859375,229.43238830566406,226.189453125,229.81427001953125,229.73411560058594,204.61749267578125,201.22622680664062,221.5079803466797,208.07749938964844,206.7451171875,215.45321655273438,213.80307006835938,207.7559051513672,205.03933715820312,213.64126586914062,207.7474822998047,199.7768096923828,194.28665161132812,181.2716827392578,171.1494903564453
MDV,262.58941650390625,249.85475158691406,243.02452087402344,242.53781127929688,234.05747985839844,233.8982391357422,232.11585998535156,228.60107421875,217.0518341064453,214.1011962890625,226.81019592285156,219.99273681640625,230.67770385742188,237.2080535888672,252.60958862304688,251.91099548339844,248.01588439941406,223.87001037597656,218.54702758789062,216.4729766845703
MEX,99.898681640625,99.49193572998047,96.42536163330078,93.44914245605469,91.9578857421875,89.48159790039062,91.06488800048828,92.52276611328125,97.34894561767578,96.80663299560547,97.06565856933594,95.79948425292969,97.52806091308594,97.5668716430664,97.76598358154297,96.3608627319336,92.062255859375,91.12479400634766,89.62305450439453,139.21485900878906
MKD,171.67091369628906,172.99411010742188,167.77883911132812,164.50628662109375,164.37644958496094,162.94334411621094,165.04856872558594,166.89903259277344,167.6823272705078,164.20236206054688,162.9058837890625,161.50436401367188,156.4219207763672,,168.54364013671875,151.71632385253906,139.37173461914062,136.93722534179688,140.35842895507812,123.10987854003906
MLI,,230.4354705810547,227.97915649414062,219.46780395507812,211.64830017089844,215.58714294433594,192.6841583251953,196.06112670898438,207.38189697265625,201.91061401367188,205.48770141601562,204.7343292236328,202.39761352539062,200.9784698486328,,202.75454711914062,196.73301696777344,193.85536193847656,,
MLT,122.45708465576172,139.58851623535156,140.75210571289062,137.37721252441406,137.3212432861328,132.4175262451172,132.9346466064453,132.1995086669922,134.39451599121094,126.4205551147461,131.4530792236328,126.58940887451172,126.39507293701172,129.02410888671875,135.381591796875,,,,,
MMR,,,,,,,,,,,,,,,,349.81298828125,,,,
MNG,,225.62847900390625,201.9310760498047,217.37118530273438,212.2352294921875,209.08737182617188,208.19888305664062,183.17694091796875,184.5986785888672,186.43626403808594,185.45321655273438,185.34165954589844,195.59361267089844,,,,,,194.53472900390625,227.43716430664062
MNT,,,,,,,,,,,,203.78897094726562,196.17947387695312,196.16343688964844,199.709228515625,201.97630310058594,191.10458374023438,192.5044708251953,202.0129852294922,195.45751953125
MOZ,,,,,,228.57546997070312,223.7904510498047,203.05946350097656,204.48773193359375,195.45736694335938,194.8628692626953,193.01502990722656,195.13150024414062,193.7521209716797,193.29461669921875,196.76502990722656,172.39723205566406,165.9493865966797,165.20034790039062,158.3135223388672
MRT,,,,,,265.9195556640625,256.9053039550781,258.9764709472656,255.34228515625,249.82833862304688,247.8091278076172,,267.71527099609375,246.02517700195312,239.73202514648438,233.63198852539062,215.333251953125,199.98318481445312,196.7283935546875,193.4661865234375
MUS,162.32305908203125,165.26187133789062,159.8354034423828,159.7939910888672,165.09835815429688,169.1124267578125,167.3754425048828,160.1254119873047,162.03720092773438,165.39927673339844,178.1106414794922,160.52406311035156,165.68585205078125,174.0865478515625,175.89707946777344,188.4010467529297,183.04542541503906,184.0437774658203,183.80642700195312,177.1475067138672
MWI,199.58090209960938,220.39039611816406,217.69607543945312,205.531494140625,216.2200927734375,220.6310577392578,217.0929718017578,222.0539093017578,217.68588256835938,213.5152587890625,214.7095184326172,211.9954071044922,207.71307373046875,213.45703125,208.0830078125,220.05450439453125,206.41537475585938,197.45993041992188,193.4506378173828,203.59361267089844
MYS,86.00948333740234,92.74574279785156,91.3748550415039,82.24102783203125,81.09786224365234,84.24945831298828,86.14091491699219,85.68299102783203,88.30902099609375,85.48507690429688,84.78632354736328,84.7867660522461,89.12499237060547,98.05111694335938,92.38433074951172,91.19779205322266,89.94429779052734,90.0185317993164,87.68879699707031,98.94831085205078
NAM,,,,,,226.27186584472656,211.68637084960938,208.3566131591797,217.08424377441406,198.7600860595703,195.229248046875,200.9901580810547,189.64198303222656,147.5312957763672,,105.84989929199219,118.10511016845703,142.92633056640625,130.3043975830078,113.10700225830078
NCL,,,,,195.87562561035156,190.0203399658203,,,,,187.43548583984375,191.65663146972656,196.3264923095703,178.3367919921875,154.63119506835938,193.146728515625,,,,
NER,351.68060302734375,329.2490539550781,340.1743469238281,314.7901916503906,295.2935791015625,261.526611328125,258.32421875,278.5827331542969,282.1532897949219,272.9985656738281,266.2637939453125,262.04217529296875,257.8988037109375,245.33056640625,267.0628662109375,261.3034362792969,261.2867431640625,255.22142028808594,227.43060302734375,214.53004455566406
NGA,,219.95899963378906,226.37298583984375,237.43582153320312,233.81797790527344,253.78961181640625,285.9642639160156,231.38333129882812,212.01312255859375,,,179.94468688964844,179.40383911132812,170.01422119140625,182.83584594726562,162.2769012451172,148.3316650390625,144.5692901611328,169.38941955566406,175.68763732910156
NIC,193.26243591308594,190.64334106445312,189.47640991210938,185.69442749023438,191.52294921875,188.35028076171875,192.54164123535156,187.2414093017578,189.03041076660156,184.46139526367188,182.38748168945312,196.97531127929688,183.52174377441406,172.44464111328125,186.30499267578125,182.8582305908203,176.64295959472656,152.55418395996094,155.3401641845703,169.54298400878906
NIU,,,,,380.37646484375,,294.37298583984375,,357.9631042480469,332.3773498535156,363.19085693359375,327.98248291015625,299.3111877441406,145.85072326660156,,,,,,
NLD,76.49227905273438,77.6212158203125,69.54022216796875,74.30193328857422,70.65940856933594,66.0990982055664,66.4440689086914,65.63697814941406,60.86739730834961,56.777008056640625,53.89261245727539,45.37550354003906,33.74394989013672,46.29922103881836,,,,,,
NOR,117.10157775878906,117.86251068115234,116.21868896484375,114.89385223388672,116.11322021484375,114.50294494628906,114.21035766601562,115.0702133178711,114.32832336425781,113.32498931884766,112.6334228515625,111.33863067626953,110.80341339111328,111.82005310058594,117.1543960571289,113.4537353515625,108.6126480102539,110.27005767822266,111.37025451660156,107.46587371826172
NPL,,,,254.58963012695312,230.2498321533203,235.4491424560547,,,214.65904235839844,,,,,,213.36598205566406,216.4612579345703,210.74215698242188,206.85806274414062,202.68838500976562,190.81680297851562
NZL,134.8303985595703,136.64842224121094,134.97824096679688,135.09710693359375,133.55093383789062,133.48980712890625,132.0617218017578,134.1529083251953,135.7257843017578,132.4127655029297,134.33197021484375,132.85890197753906,134.8715362548828,135.0175323486328,136.5160675048828,135.71336364746094,129.10061645507812,,,
OMN,165.3824005126953,165.8162841796875,155.5797882080078,156.55465698242188,172.61109924316406,179.72344970703125,173.00534057617188,180.77545166015625,240.6706085205078,196.83729553222656,180.54437255859375,180.1743927001953,164.35894775390625,163.58721923828125,164.125732421875,161.8558349609375,158.15318298339844,141.77090454101562,138.8031768798828,137.5277557373047
PAK,,,,,,,,,162.46812438964844,159.71209716796875,156.73532104492188,156.85350036621094,159.36795043945312,163.61447143554688,164.29505920410156,163.56710815429688,161.40536499023438,160.79995727539062,157.0605010986328,166.26736450195312
PAN,168.60321044921875,175.608154296875,171.62669372558594,166.11007690429688,165.59963989257812,167.67803955078125,168.14398193359375,169.50360107421875,166.6919403076172,167.88629150390625,167.24668884277344,165.04835510253906,161.86619567871094,164.5498504638672,171.5753173828125,175.645751953125,,169.19998168945312,,
PER,161.63905334472656,163.5657501220703,159.7754364013672,160.4116973876953,162.76724243164062,163.7269287109375,164.05833435058594,162.69920349121094,161.83038330078125,156.01129150390625,151.82664489746094,146.7894287109375,148.88575744628906,144.69635009765625,147.95616149902344,143.3640594482422,138.32203674316406,137.32989501953125,,
PHL,,129.65017700195312,114.04874420166016,114.5731430053711,114.0843734741211,111.14729309082031,114.11348724365234,114.48931884765625,114.1543960571289,113.8512954711914,117.50788879394531,119.12886047363281,121.21187591552734,125.48556518554688,131.1786346435547,134.33555603027344,131.49046325683594,124.27298736572266,125.87347412109375,146.1511688232422
PLW,,,,,,,,207.5816650390625,223.2322998046875,,,,,,235.21888732910156,221.48907470703125,228.39601135253906,258.4538879394531,,433.6435241699219
PNG,,,,205.84080505371094,,229.58827209472656,216.58251953125,197.5856475830078,198.3827362060547,191.63519287109375,,,,,,,149.9158935546875,,,
POL,128.4838409423828,126.26272583007812,123.21597290039062,120.83850860595703,119.47264862060547,118.13827514648438,115.92707824707031,111.81807708740234,107.99491119384766,104.44132232666016,102.92375183105469,98.5330810546875,97.14669799804688,96.4542007446289,95.51410675048828,93.96624755859375,88.02957916259766,89.26586151123047,86.98721313476562,79.94973754882812
PRT,116.10183715820312,117.95735168457031,115.52452087402344,113.16831970214844,111.09050750732422,112.04312896728516,111.17327117919922,110.67955780029297,110.4544906616211,109.0539321899414,109.66159057617188,107.73050689697266,106.27888488769531,108.62857055664062,111.45010375976562,111.13238525390625,102.1535873413086,101.70005798339844,101.21905517578125,94.68502044677734
PRY,173.48695373535156,175.88467407226562,174.77516174316406,174.60574340820312,190.08705139160156,184.75457763671875,183.60116577148438,185.58285522460938,180.59210205078125,180.35488891601562,180.05929565429688,182.22293090820312,170.97422790527344,165.50111389160156,171.72830200195312,170.88876342773438,163.1217041015625,164.20433044433594,157.42152404785156,151.8134307861328
PSE,,,,,,,,,,,,,330.0793151855469,328.90814208984375,328.9468688964844,,,,,
PYF,,148.3180694580078,141.99591064453125,131.77542114257812,153.22232055664062,149.9430389404297,,,,,,,,,,,,,,
QAT,,,,,,164.50497436523438,157.31454467773438,164.90843200683594,155.8146209716797,159.11695861816406,153.11209106445312,135.83837890625,82.25926208496094,183.28094482421875,136.51358032226562,162.5595703125,157.56436157226562,,162.0387420654297,199.6688690185547
ROM,152.31175231933594,151.78201293945312,148.41799926757812,143.905517578125,140.8599090576172,134.8145294189453,130.88168334960938,126.77960205078125,123.3695068359375,120.70420837402344,119.66514587402344,117.84591674804688,118.20816040039062,117.01538848876953,124.89895629882812,126.0885009765625,116.93631744384766,114.31797790527344,,
RUS,,81.05636596679688,41.571720123291016,,,,,118.0588607788086,117.13888549804688,114.10404205322266,111.35160827636719,109.13111877441406,108.29747772216797,107.25534057617188,117.11219787597656,115.82969665527344,110.9193115234375,106.10506439208984,107.28113555908203,104.39696502685547
RWA,,386.6595153808594,299.74884033203125,317.26080322265625,298.3037109375,,326.7208251953125,342.13165283203125,309.2237854003906,302.7201843261719,291.3531494140625,295.9722900390625,297.4666442871094,267.4023132324219,277.462158203125,283.19805908203125,297.0889587402344,275.771728515625,261.441650390625,269.45989990234375
SAU,154.0887908935547,158.20510864257812,,153.31402587890625,200.94387817382812,209.77786254882812,152.196044921875,267.91412353515625,130.00648498535156,,116.60980987548828,115.69863891601562,113.71049499511719,,,,,,120.42681884765625,125.87450408935547
SDN,210.53305053710938,246.06533813476562,232.7694854736328,224.44781494140625,256.6195373535156,203.99456787109375,196.13339233398438,206.52708435058594,188.91702270507812,182.36598205566406,172.64122009277344,175.5896759033203,,245.52365112304688,230.38038635253906,247.89791870117188,246.6953582763672,231.00233459472656,,
SEN,,223.54617309570312,230.50148010253906,209.88388061523438,215.01116943359375,191.09603881835938,192.91737365722656,217.486328125,190.94334411621094,192.4247283935547,186.68060302734375,204.13385009765625,187.579833984375,187.33261108398438,193.70843505859375,193.56643676757812,181.47836303710938,178.68499755859375,181.88157653808594,178.5835418701172
SGP,138.4354705810547,141.6455078125,140.70352172851562,144.50778198242188,143.64573669433594,143.20960998535156,144.0745391845703,145.3660125732422,142.51602172851562,141.35816955566406,141.0354461669922,139.94729614257812,140.3675537109375,139.2162628173828,143.07896423339844,142.4668731689453,136.71194458007812,136.89561462402344,134.68304443359375,141.86195373535156
SLE,,,,,,357.7460632324219,,396.8632507324219,,,,,,,,,,,,350.8009338378906
SLV,179.062255859375,182.0248565673828,174.1942138671875,172.6890106201172,174.54852294921875,172.70352172851562,174.49392700195312,176.10256958007812,176.46224975585938,177.23876953125,155.83843994140625,156.30966186523438,168.34201049804688,172.39024353027344,172.6135711669922,170.60543823242188,161.53079223632812,161.49288940429688,163.09194946289062,182.7321319580078
SMR,,,,,,,,,,,,,,,269.5263977050781,271.87310791015625,,,,
STP,,,,,,317.91033935546875,331.061279296875,303.3525695800781,291.79180908203125,317.7178955078125,321.583251953125,312.56146240234375,317.5205078125,313.7031555175781,328.12451171875,326.1113586425781,345.2826232910156,352.45782470703125,349.3670349121094,352.38311767578125
SUR,,155.93484497070312,,,112.45803833007812,259.12359619140625,242.2588653564453,260.04241943359375,265.0592041015625,260.95489501953125,254.4046173095703,249.268310546875,260.4754333496094,240.79360961914062,264.76312255859375,268.59326171875,254.100341796875,251.86459350585938,269.22515869140625,
SVK,134.78457641601562,136.31954956054688,129.4853973388672,127.92362976074219,132.11532592773438,128.06600952148438,124.70116424560547,121.33922576904297,116.60393524169922,112.89611053466797,110.6014404296875,105.35340118408203,98.67235565185547,95.14341735839844,48.794586181640625,,,,,
SVN,122.28231811523438,124.00167846679688,122.22660827636719,120.70362854003906,121.37139129638672,121.5445556640625,120.3689956665039,119.11164855957031,117.43608856201172,114.11937713623047,111.75761413574219,108.14747619628906,104.22193145751953,104.73761749267578,108.26142120361328,106.67748260498047,98.77919006347656,100.77281951904297,99.68492889404297,92.36407470703125
SWE,98.71222686767578,99.41218566894531,97.65108489990234,96.02185821533203,98.89857482910156,95.39222717285156,97.03656005859375,95.85543060302734,95.17513275146484,93.0099105834961,93.33173370361328,91.98018646240234,92.32715606689453,95.88782501220703,99.45543670654297,100.04643249511719,95.70702362060547,96.92623901367188,98.78606414794922,92.78973388671875
SWZ,,,,,,272.0706481933594,298.5842590332031,249.88111877441406,253.93299865722656,260.438720703125,277.7396240234375,299.85400390625,335.60284423828125,,,,,,,
SYC,264.6976318359375,242.35243225097656,229.16539001464844,220.26522827148438,217.8250732421875,224.96214294433594,212.74900817871094,212.2008514404297,202.5973358154297,206.01670837402344,199.92837524414062,204.31695556640625,203.8604736328125,205.2258758544922,,,,,,
SYR,,,,,,,210.91046142578125,196.1405792236328,178.10906982421875,190.13583374023438,173.8018798828125,158.6651153564453,155.31985473632812,161.915771484375,173.95162963867188,172.06707763671875,,,,
TCD,281.40179443359375,274.0805969238281,296.57183837890625,299.6479187011719,301.22503662109375,295.31854248046875,282.8573913574219,276.77362060546875,291.0848388671875,257.76312255859375,265.1844177246094,290.8930358886719,307.30810546875,302.33953857421875,292.5594482421875,275.88665771484375,311.87664794921875,286.3895568847656,296.5545349121094,289.3663024902344
TGO,235.3831329345703,243.39096069335938,234.08570861816406,239.16378784179688,233.29942321777344,231.01866149902344,231.77066040039062,225.7417449951172,196.42967224121094,204.45895385742188,213.6202392578125,,234.07237243652344,230.37283325195312,229.85560607910156,225.36569213867188,186.36141967773438,199.6849822998047,198.5939178466797,203.96873474121094
THA,109.13511657714844,112.37952423095703,109.8516616821289,110.14435577392578,111.4803466796875,105.98530578613281,104.82010650634766,107.69630432128906,107.54097747802734,103.90894317626953,103.06388092041016,104.05091094970703,104.86518096923828,105.4896011352539,107.02643585205078,104.52725982666016,96.82530212402344,96.06291961669922,96.37354278564453,108.47759246826172
TJK,246.47555541992188,218.2355194091797,216.50254821777344,247.57957458496094,253.095703125,244.84527587890625,252.9989471435547,232.0599365234375,216.71417236328125,210.80242919921875,206.62049865722656,200.03848266601562,197.21632385253906,198.97877502441406,187.73342895507812,195.02301025390625,200.57669067382812,202.16912841796875,210.18698120117188,
TKM,,,,,206.69076538085938,186.82911682128906,,,,,,,,,,,,,,
TMP,,,,,,,,,,336.1740417480469,348.2298278808594,,,,,,,,302.188720703125,
TON,,,,,,334.7304382324219,323.7928771972656,316.4802551269531,312.2900390625,304.9971008300781,327.056396484375,338.2677307128906,333.2963562011719,330.6871032714844,330.067626953125,330.4084777832031,314.26300048828125,343.6400146484375,350.44012451171875,387.1051940917969
TTO,160.15052795410156,136.74522399902344,128.80528259277344,141.78298950195312,167.1008758544922,169.7650604248047,154.1144256591797,171.0885467529297,173.875,161.76161193847656,157.800537109375,155.50514221191406,158.86630249023438,152.6170654296875,178.92379760742188,,,,,
TUN,142.8657989501953,146.86083984375,144.03575134277344,140.50732421875,141.52467346191406,141.31582641601562,135.6890411376953,136.11534118652344,136.10206604003906,133.78973388671875,134.76925659179688,132.8076171875,130.21676635742188,128.5742645263672,134.22232055664062,133.1521453857422,129.0626983642578,130.78895568847656,129.9984588623047,
TUR,140.626220703125,136.5415496826172,132.098388671875,140.2126007080078,138.2082977294922,134.66773986816406,130.41049194335938,127.09468841552734,124.01580810546875,119.2082290649414,120.02482604980469,117.59359741210938,116.67559051513672,116.36613464355469,120.0137939453125,120.1715316772461,112.62268829345703,111.49105072021484,110.81849670410156,105.66898345947266
TUV,,,,,,,,396.3343811035156,445.8658142089844,447.94989013671875,498.1255187988281,,,,,,,,,
TZA,,,214.9507293701172,213.94503784179688,216.35870361328125,220.97933959960938,216.2640838623047,214.38404846191406,204.7097625732422,202.4049072265625,197.69960021972656,201.56118774414062,199.1802978515625,194.5001983642578,197.4807891845703,196.8609619140625,190.1776123046875,181.8562469482422,176.09075927734375,171.79241943359375
UGA,251.22215270996094,246.203857421875,245.0024871826172,233.3866424560547,233.10244750976562,248.56625366210938,237.6549072265625,228.65565490722656,223.5585174560547,227.4892120361328,225.428955078125,224.12393188476562,218.15432739257812,217.27423095703125,228.68809509277344,232.0523223876953,230.1980743408203,231.84954833984375,221.08053588867188,231.70645141601562
UKR,,148.25698852539062,152.331787109375,158.9219970703125,161.92147827148438,154.62454223632812,146.73919677734375,134.3843536376953,128.29025268554688,124.89155578613281,127.05292510986328,123.2420425415039,120.31690979003906,116.976318359375,126.46076965332031,125.6781234741211,116.99507141113281,117.13239288330078,106.09698486328125,101.73187255859375
URY,162.72093200683594,162.185302734375,158.9659881591797,157.57754516601562,164.4167022705078,162.2763214111328,163.8531494140625,171.55758666992188,168.9815673828125,162.4724884033203,164.25636291503906,161.29251098632812,160.96633911132812,161.3710174560547,163.31228637695312,161.0856170654297,154.3362579345703,151.4741973876953,150.21852111816406,155.44239807128906
USA,85.24577331542969,85.47571563720703,83.5742416381836,83.03560638427734,82.15753173828125,80.80516815185547,81.40216064453125,82.15689849853516,83.33086395263672,82.47886657714844,82.74064636230469,81.6570053100586,82.33979034423828,83.19779968261719,86.6864242553711,85.91043090820312,87.05658721923828,87.34782409667969,87.20491790771484,
UZB,191.0764923095703,158.75633239746094,164.47946166992188,189.65492248535156,202.74026489257812,200.1143035888672,191.82391357421875,180.1333465576172,175.1884765625,168.02728271484375,169.21449279785156,164.97021484375,158.34634399414062,157.22555541992188,172.1937255859375,164.9915313720703,164.0738525390625,166.4969940185547,164.44342041015625,171.7022705078125
VCT,233.49769592285156,233.74867248535156,227.2928924560547,221.3102569580078,222.5151824951172,231.1715545654297,236.0564727783203,242.09844970703125,256.2191162109375,246.43113708496094,243.95413208007812,243.60610961914062,246.69528198242188,253.89151000976562,260.5397033691406,296.876708984375,315.4216613769531,311.9090270996094,,
VEN,140.98562622070312,139.80667114257812,142.04823303222656,145.04977416992188,165.83006286621094,164.40988159179688,160.54095458984375,159.90444946289062,171.43795776367188,140.1930389404297,141.2227325439453,163.44761657714844,,169.51564025878906,190.20570373535156,186.9337615966797,188.27890014648438,197.80299377441406,,
VNM,,,,,,140.94110107421875,137.67556762695312,134.26107788085938,129.3822479248047,124.62419128417969,125.22504425048828,121.49996948242188,115.530029296875,115.46448516845703,113.54033660888672,105.18877410888672,95.43052673339844,91.42008209228516,83.1142807006836,88.93608856201172
VUT,,,,,,,,,,,,280.83941650390625,302.1159362792969,,265.8832702636719,270.4491271972656,269.7159118652344,,,
WSM,,,,,,,230.7181854248047,249.7029571533203,258.1653137207031,266.76007080078125,271.5250244140625,277.4092102050781,272.3834228515625,288.85955810546875,286.7802429199219,277.40985107421875,270.4226379394531,302.66632080078125,307.6156005859375,318.521728515625
YEM,,,,,,,,,,243.5828857421875,217.61749267578125,221.3185577392578,210.05709838867188,222.56698608398438,242.64776611328125,247.840087890625,252.37405395507812,237.17037963867188,,
ZAF,140.76065063476562,141.96060180664062,144.9681854248047,140.41729736328125,133.2156524658203,137.69114685058594,128.3611297607422,135.76898193359375,134.89048767089844,131.00367736816406,127.91422271728516,125.2435073852539,122.10477447509766,120.8919677734375,131.40647888183594,124.35935974121094,116.27998352050781,117.40174102783203,116.18495178222656,120.36564636230469
ZAR,224.8386688232422,225.02346801757812,250.78663635253906,262.9486999511719,274.9543151855469,306.096923828125,288.91015625,288.51422119140625,278.49847412109375,271.0783386230469,260.9609680175781,257.0655212402344,249.02041625976562,227.62274169921875,229.09576416015625,202.4028778076172,194.73501586914062,190.921630859375,187.17401123046875,207.3957977294922
ZMB,183.435546875,197.16346740722656,208.89918518066406,187.57406616210938,192.10845947265625,185.12789916992188,184.9656982421875,184.9870147705078,194.47181701660156,179.53567504882812,188.3330841064453,186.19894409179688,171.56552124023438,179.59951782226562,176.28248596191406,153.11795043945312,126.10223388671875,135.93661499023438,120.85649108886719,
ZWE,165.6438446044922,,,,,179.15347290039062,192.81143188476562,168.67935180664062,,175.54513549804688,183.3621063232422,,157.57296752929688,178.14300537109375,174.967529296875,161.92987060546875,154.89776611328125,160.95016479492188,163.90252685546875,163.34422302246094
